verdict,text,part_single,part_concatenated
SH-19-08-33421-111,"מעבר לאריזות בהן נתפסו הסמים, לא נעשתה חלוקה למנות, לא נתפסו שקיות חלוקה, כסף מזומן ומשקלים דיגיטליים, וגם לא יוחסה לנאשם עבירה נוספת של הספקת סמים או סחר בסמים.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"עוצמת הפגיעה בערכים המוגנים היא נגזרת של סוג הסם, הכמות ויתר נסיבות ההחזקה, ונראה כי מידת הפגיעה שפגע הנאשם בערכים החברתיים המוגנים היא משמעותית, אך אינה נמצאת ברף גבוה של מנעד החומרה.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"הערך החברתי המוגן בעבירה של הפרת הוראה חוקית הוא עקרון שלטון החוק, כיבוד החלטות משפטיות ושמירה על הסדר הציבורי.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"הנאשם פגע בערכים החברתיים המוגנים הללו באופן ממשי ומוחשי, בשים לב לכך שהפר את תנאי מעצר הבית שהושתו עליו, ושהה בשעת לילה מאוחרת הרחק ממקום מעצר הבית, כשהוא ללא פיקוח, ואף ניסה להימלט מפני המשטרה ונתפס לאחר מרדף רגלי.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"ב""כ הצדדים בטיעוניהם לעונש לא התייחסו כלל לכך שבכל אחד מכתבי האישום מדובר בעבירות מסוג אחר, אשר נעברו בנסיבות שונות ובמועדים שונים, ללא קשר ביניהם, ולכך שהתנאים המגבילים שהוטלו על ידי בית המשפט ושהופרו על ידי הנאשם כעולה מכתב האישום בתיק המצורף, הוטלו עליו במסגרת תיק אחר ולא במסגרת אחד מהתיקים שלפניי.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"עם זאת, יש לציין כי בעת שהתרחש אירוע ההפרה, התנהלו שני הליכים פליליים נגד הנאשם, שאחד מהם הוא התיק העיקרי שבענייננו.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"לאור האמור, אני סבורה כי יש לראות בכל אחד מכתבי האישום כ""אירוע"" נפרד ולקבוע מתחם ענישה מתאים לכל אחד מהם.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"עם זאת, מצאתי לנכון להטיל על הנאשם בגזר הדין עונש כולל בגין שני האירועים לנוכח מתווה עתירתם העונשית של ב""כ הצדדים.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"בחנתי את עובדות כתב האישום בתיק העיקרי ואת נסיבותיו האישיות של הנאשם בהשוואה לנסיבות של כל אחד מפסקי הדין הללו וכן את העונשים שהוטלו, תוך שהתייחסתי להבדלים העולים לקולה ולחומרה.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"נוכח כל האמור, בהתאם לעקרון ההלימה, הערכים החברתיים שנפגעו ומידת הפגיעה בהם, נסיבות ביצוע העבירה והענישה הנוהגת, אני קובעת כי מתחמי העונש ההולם הם כדלקמן:",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,המתחם ההולם את העבירה של החזקת סמים שלא לצריכה עצמית בתיק העיקרי בנסיבותיה נע בין מאסר למשך מספר חודשים שיכול וירוצה בדרך של עבודות שירות ועד ל-10 חודשי מאסר בפועל וכן ענישה נלווית.,דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"המתחם ההולם את העבירה של הפרת הוראה חוקית בתיק המצורף בנסיבותיה נע בין מאסר על תנאי ועד למאסר קצר, זאת לצד ענישה נלווית.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"אף אחד מהצדדים לא טען כי מתקיימות נסיבות לסטייה ממתחם הענישה לחומרה מטעמי הגנה על שלום הציבור או לקולה מטעמי שיקום, ולא מצאתי כי מתקיימות נסיבות כאלו, לפיכך יש לגזור את דינו של הנאשם בתוך מתחמי הענישה שנקבעו בהתאם לנסיבות שאינן קשורות לביצוע העבירות, שיפורטו להלן.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"הנאשם בן 34, רווק.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,הנאשם הודה בעבירות המיוחסות לו וחסך זמן שיפוטי יקר.,דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"נסיבותיו האישיות של הנאשם פורטו בהרחבה בתסקירים ולא מצאתי לחזור עליהם שוב, כך גם באשר לעליות ומורדות בקשר שלו עם שירות המבחן ועם היחידה לטיפול בנפגעי התמכרויות.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,בתמצית אומר כי יש להתחשב בכך שהנאשם גדל והתפתח ברקע משפחתי מורכב ונעדר דמות אב.,דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"בתקופת התבגרותו חבר הנאשם לחברה שולית ונחשף לשימוש בסמים ואלכוהול, ולצד זאת, גילה יכולת תפקוד במסגרות השונות.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"בשנים האחרונות חלה התדרדרות במצבו של הנאשם, בשל משבר כלכלי ותעסוקתי, שהובילוהו לתלות בשימוש בסמים.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"על אף הזמן שחלף והסיוע שהושיטו לו גורמי הטיפול, הנאשם לא הצליח להתגבר על קשייו ולהשתקם.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,מהלך חייו של הנאשם בא לידי ביטוי גם ברישומים הפליליים והתעבורתיים שלו.,דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"לנאשם שלוש הרשעות קודמות, כדלקמן:",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"הרשעה ראשונה, מבית דין צבאי משנת 2010 בגין עבירה של העדר מן השירות שלא ברשות, בגינה הוטלו עליו 88 ימי מאסר ומאסר על תנאי.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"הרשעה שניה, מבית משפט השלום באשדוד, בגין עבירות של קבלת נכסים שהושגו בעוון וקבלת נכסים שהוגשו בפשע.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"בשנת 2011 בית המשפט לא הרשיע את הנאשם והטיל עליו צו של""צ וצו התחייבות.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"בשנת 2014 צו השל""צ הופקע, הנאשם הורשע והוטל עליו מאסר על תנאי וקנס.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"הרשעה שלישית, מבית משפט השלום בתל אביב מיום 16.3.2023 בגין עבירות של החזקה/שימוש בסמים שלא לצריכה עצמית ותיווך בסמים.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"בית המשפט הטיל על הנאשם מאסר שירוצה בדרך של עבודות שירות למשך חודשיים ושבועיים, מאסרים מותנים, צו מבחן, קנס ופסילת רישיון נהיגה מותנית.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"לפי הרישום התעברותי, לנאשם 14 הרשעות קודמות.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"הרשעתו האחרונה של הנאשם היא משנת 2023 בעבירות של נהיגה בזמן פסילה, רישיון נהיגה שפקע מעל שנתיים ורישיון רכב שפקע מעל שנה.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"הוטל על הנאשם מאסר מותנה, קנס, פסילת רישיון נהיגה והופעלה פסילת רישיון על תנאי שהייתה תלויה  ועומדת נגדו.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"הנאשם עומד לרצות עונש של 9 חודשי מאסר בדרך של עבודות שירות, בהתאם לגזר הדין של בית המשפט לתעבורה בתל אביב מיום 3.4.2024, ב-פל""א 6293-01-24.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,הנאשם מחזיק כיום באישור רפואי לשימוש בקנבוס.,דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"אמנם יש להתחשב בחלוף הזמן המשמעותי מעת ביצוע העבירות בתיקים שלפניי, אך זאת בשים לב לכך שמרבית דחיות הדיונים היו נעוצות בהתנהלות הנאשם, אי התייצבותו לדיונים והזדמנויות טיפוליות שניתנו לו, ובסופו של יום שירות המבחן לא מצא לנכון להמליץ על ענישה טיפולית-שיקומית אלא על ענישה המחדדת גבולות החוק.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"לאור האמור, יש להעמיד את עונשו של הנאשם בשליש האמצעי של מתחם הענישה, ולהשית עליו מאסר בדרך של עבודות שירות, לצד ענישה צופה פני עתיד בדמות מאסרים מותנים, וקנס שגובהו יקבע בהתאם למצבו הכלכלי של הנאשם ורכיבי הענישה האחרים שיוטלו עליו.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"לא מצאתי לנכון להטיל על הנאשם פסילה בפועל לנוכח חלוף הזמן והעובדה שרישיון הנהיגה שלו נפסל למשך שנה בהרשעתו האחרונה בבית המשפט לתעבורה מיום 27.11.2023, כך שפסילה זו עודנה בתוקף ולהסתפק בפסילת רישיון הנהיגה על תנאי.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"אשר על כן, אני מטילה על הנאשם את העונשים כדלקמן:",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"מאסר לתקופה של 7 חודשים, אשר ירוצה בדרך של עבודות שירות, החל מיום 22.5.2024 בבית אבות עולי בולגריה, רחוב האם 8 ראשון לציון, 5 ימים בשבוע, לפי טווח השעות המתאפשר בחוק העונשין.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"בערבי חג וחול המועד הנאשם יועסק במקום העבודה וגם אם לא עבד באותו יום, בין מסיבותיו ובין מפני שהמקום סגור, יחויב ביום עבודה מלא.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"מובהר כי המאסר בדרך של עבודות שירות שהושת בגזר דין זה, ירוצה במצטבר למאסר בדרך של עבודות שירות בשהושת על הנאשם בגזר הדין של בית המשפט לתעבורה בתל אביב מיום 3.4.2024, ב-פל""א 6293-01-24.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"הובהר לנאשם, כי עליו לעמוד בתנאי הפיקוח ובביקורות הפתע, וכי כל הפרה בעבודות השירות או ביצוע עבירות נוספות, יביאו להפסקה מנהלית ולריצוי העונש במאסר ממש.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"על הנאשם להתייצב ביום 22.5.2024 בשעה 08:00 לצורך קליטה והצבה בפני המפקח על עבודות השירות ב""יחידת ברקאי"", שלוחת מרכז, רחוב לוחמי בית""ר 6 רמלה.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"6 חודשי מאסר על תנאי למשך 3 שנים שימנו מהיום, והתנאי הוא שלא יעבור בתקופה זו כל עבירה על פקודת הסמים המסוכנים מסוג פשע.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
SH-19-08-33421-111,"3 חודשי מאסר על תנאי למשך 3 שנים שימנו מהיום, והתנאי הוא שלא יעבור בתקופה זו כל עבירה על פקודת הסמים המסוכנים מסוג עוון.",דיון והכרעה,"בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן, טיעוני הצדדים לעונש, דיון והכרעה"
