verdict,text,part_single,part_concatenated
SH-19-08-33421-111,"באשר לעבירה של הפרת הוראה חוקית בתיק המצורף, מסר הנאשם כי הפר את התנאים כדי להיפגש עם בת זוגו והתקשה לשקול את השלכות מעשיו.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"הנאשם מסר כי החל לצרוך אלכוהול בגיל 17 באופן מזדמן וחברתי אך בכמויות מופרזות, עד למעצרו לפני כשנתיים.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"בעקבות הסתבכותו עם החוק והטיפול ביחידה לנפגעי התמכרויות, גברה מודעותו למחירים ששילם כתוצאה מצריכת האלכוהול, וכיום הוא צורך אלכוהול בכמויות מבוקרות ולעיתים רחוקות.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"לגבי שימוש בסמים, הנאשם מסר כי התנסה לראשונה בסם מסוג קנבוס בגיל 15 על רקע חברתי, וכן התנסה בסם מסוג ""נייס גאי"" באופן חד פעמי בגיל 17.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"בגיל 27, העמיק הנאשם את השימוש בקנבוס באופן יומיומי, והפסיק את השימוש לפני כשנתיים באופן עצמאי ובסיוע הטיפול ביחידה לטיפול בנפגעי התמכרויות.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"מהיחידה לטיפול בנפגעי התמכרויות נמסר כי הנאשם השתלב בטיפול בחודש מאי 2020 והתמיד בו עד לחודש דצמבר 2020, והטיפול בו הופסק לאור העתקת מקום מגוריו מהעיר אשקלון.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"במהלך האבחון התרשם שירות המבחן כי לצד העובדה שהנאשם השתלב בטיפול בתחום ההתמכרויות לפני כשנה וחצי, לאור התיקים שנפתחו כנגדו בתחום הנהיגה תחת השפעת אלכוהול, עולות אינדיקציות להתנהלות בעייתית שלו בתחום זה,ולכן ראה שירות המבחן חשיבות בשילוב הנאשם מחדש בטיפול בתחום ההתמכרויות לשם הפחתת הסיכון לביצוע עבירות נוספות.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"שירות המבחן מסר כי הנאשם הביע רצון להשתלב בטיפול והחל בטיפול פרטני בחודש ינואר 2022 ביחידה לטיפול בהתמכרויות בבאר יעקב, אך מסיבות שאינן תלויות בנאשם הטיפול לא התקיים באופן עקבי.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"כמו כן, שירות המבחן מסר כי בבדיקות שביצע הנאשם לא נמצאו שרידי סם.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"מאחר שהנאשם נמצא בראשיתו של הליך טיפולי בתחום ההתמכרויות, לאור מורכבות מצבו המשפטי וצרכיו הטיפוליים, וההתרשמות כי ההליך המשפטי מהווה גורם מדרבן עבור הנאשם להשתלבות בטיפול, הומלץ על דחיית הדיון בשלושה חודשים.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"בדיון ביום 12.4.2022 הצטרף ב""כ הנאשם להמלצת שירות המבחן לדחיית הדיון והמאשימה לא התנגדה, ולכן נדחה הדיון.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"תסקיר משלים מיום 6.7.2022 – שירות המבחן דיווח כי בחודש מרץ 2022 הטיפול בנאשם ביחידה לטיפול בהתמכרויות הפך לטיפול עקבי, אך הנאשם לא הגיע באופן יציב לפגישות ולבדיקות השתן, ועלה פער בין המוטיבציה המילולית שהביע לבין המוטיבציה שלו לטיפול בפועל.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,הנאשם התקשה לשתף בעולמו הפנימי והרגשי ולהעמיק ולהתבונן בדפוסיו ובהתנהלותו באופן פתוח ואותנטי.,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,גורמי הטיפול ביחידה העריכו כי נדרש פרק זמן נוסף לצורך בחינת המוטיבציה ובחינת כוחותיו של הנאשם ולשם בניית אמון.,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"הנאשם עדכן את שירות המבחן כי עבר להתגורר עם בת זוגו, ממשיך לעבוד כעצמאי בתחום התקנת מזגנים, מתמודד עם קשיים כלכליים ומצוי בהליך פשיטת רגל.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"הנאשם מסר כי לא הגיע באופן סדיר לטיפול ולבדיקות השתן עקב שעות עבודה מרובות, אך ציין כי הוא מבין את משמעות הטיפול וחשיבותו עבורו והביע רצון להמשיך בטיפול.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"נוכח ההתלבטות שעלתה ביחס למידת המוטיבציה והיכולת של הנאשם להתחייב ולהיתרם מטיפול, הומלץ על דחייה נוספת בת 3 חודשים.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,לדיון ביום 13.7.2022 הנאשם לא התייצב ומסר לבא כוחו כי חלה.,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"ב""כ הנאשם הצטרף להמלצת שירות  המבחן וב""כ המאשימה לא התנגדה, ובהתאם נידחה שוב הדיון לקבלת תסקיר משלים.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"תסקיר משלים מיום 18.10.2022 – שירות המבחן דיווח כי מחודש יוני ועד אמצע חודש יולי הגיע הנאשם באופן רציף לפגישות ביחידה לטיפול בהתמכרויות, אך לאחר מכן, התקשה להתמיד בהגעה באופן רציף בשל עומס עבודה, ועם זאת, ניכר כי הוא מחויב לטיפול, מסתייע בו ומוסר בדיקות ללא שרידי סם.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,גורמי הטיפול ביחידה המליצו על המשך הטיפול.,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,הנאשם מסר כי בשל לחץ בעבודתו הוא עובד שעות ארוכות ביום וכי הזוגיות עם זוגתו יציבה יותר.,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"לאור התרשמות שירות המבחן מהליך טיפולי משמעותי, על אף קשיי הנאשם בהגעה סדירה, ונוכח ההתרשמות כי המשך הטיפול יקדם הפחתה בסיכון להישנות עבירות, המליץ שירות המבחן על העמדת הנאשם בצו מבחן למשך שנה.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,לדיון ביום 2.11.2022 הנאשם לא התייצב ומסר לבא כוחו כי נפצע בעבודה.,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"למרות החלטת בית המשפט כי על הנאשם להמציא אישור רפואי, לא הומצא אישור כזה.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"לדיון ביום 8.3.2023 הנאשם לא התייצב, ובא כוחו ביקש דחייה קצרה, מאחר שלדבריו הנאשם מעוניין לצרף את התיקים לתיק של בית משפט השלום בתל אביב, המאשימה לא התנגדה לבקשה והדיון נדחה שוב.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"הנאשם ביקש שלא ישמעו הטיעונים לעונש באותו מועד והדיון ידחה, כיוון שהוא מעוניין להחליף את הייצוג, בעורך דין אחר מטעם הסנגוריה הציבורית או לייצוג באופן פרטי.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"לדיון ביום 10.5.20203 הנאשם לא התייצב ובא כוחו מסר כי אינו בקשר עמו, ולכן הוצא נגד הנאשם צו הבאה.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"ביום 23.5.2023 הובא הנאשם בצו הבאה לפני שופט תורן, ומסר כי לא התייצב לדיון הקודם כיוון שפנה לסנגוריה הציבורית לשם החלפת ייצוג והמתין כי ייצרו עמו קשר.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,בית המשפט קבע תנאי שחרור.,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,בדיון ביום 5.7.2023 התברר כי טרם הוחלף ייצוג הנאשם והסנגוריה הציבורית נדרשה לבחון את בקשת הנאשם ולהודיע לבית המשפט תוך 30 ימים עמדתה.,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"ב""כ הנאשם ביקש כי הנאשם יישלח לקבלת תסקיר משלים מאחר שחלפה כשנה מאז התסקיר האחרון.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"ב""כ המאשימה לא התנגדה לכך, וביקשה לשלוח את הנאשם במקביל לקבלת חוו""ד הממונה על עבודות השירות בשב""ס (להלן: ""הממונה""), והדיון נדחה לקבלת תסקיר משלים, חוו""ד מטעם הממונה וטיעונים לעונש.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,תסקיר משלים מיום 21.12.2023 –,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"שירות המבחן מסר כי בחודש פברואר 2023 התקבל דיווח מהיחידה להתמכרויות בבאר יעקב כי הנאשם נפגע בתאונת דרכים בקרסולו, רישיונו נפסל והוא ביקש לעבור לטיפול ביחידה לטיפול בהתמכרויות בעיר מגוריו בראשון לציון.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,הנאשם עבר ראיון קבלה ביחידה שבראשון לציון ונבנתה לו תכנית טיפולית.,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"בחודש מאי 2023 דיווחה היחידה כי הנאשם לא הגיע באופן רציף לבדיקות לגילוי שרידי סם, לטיפול הפרטני ולטיפול הקבוצתי, לא ענה לשיחות טלפון וכי יש קושי לאתרו.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"שירות המבחן פנה לנאשם וניסה לדרבן אותו לשוב לטיפול, אך הוא לא שיתף פעולה, לא יצר קשר עם היחידה לטיפול בנפגעי התמכרויות, ולא פנה מיוזמתו לשירות המבחן.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"במצב הדברים המתואר, נוכח ניתוק הקשר עם שירות המבחן ועם היחידה להתמכרויות, חזר בו שירות המבחן מהמלצתו להעמיד את הנאשם בצו מבחן והמליץ על הטלת ענישה מוחשית שתחדד את גבולות החוק.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"לא התקבלה חוות דעת מטעם הממונה, ובדיון ביום 27.12.2023 מסר ב""כ הנאשם כי הנאשם לא התייצב לראיון ההשמה ביום 11.12.2023 מאחר שהיה חולה והציג אישור מחלה.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"ב""כ הנאשם עתר לדחיית הדיון ולשליחת הנאשם פעם נוספת לממונה.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,"למרות שאישור המחלה הוצא בדיעבד, לפנים משורת הדין, הורה בית המשפט לממונה לזמן את הנאשם פעם נוספת לראיון.","הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
SH-19-08-33421-111,לדיון ביום 7.2.2024 הנאשם לא התייצב וכן הגיעה הודעה מטעם הממונה לפיה הנאשם לא התייצב גם לראיון הנוסף אליו הוזמן.,"הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן","בית משפט השלום בראשון לציון, בית משפט השלום בראשון לציון, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, כבוד השופטת, סגנית הנשיא  שירלי דקל נוה, המאשימה, מדינת ישראל , נגד, נגד, הנאשם, גזר דין, כתבי האישום, הסדר הטיעון, התנהלות ההליכים המשפטיים ותסקירי שירות המבחן"
